,FileNames,Ground Truth
208,411s_098.bmp,98
209,27s_112.bmp,112
210,129s_012.bmp,12
211,207s_081.bmp,81
212,197s_037.bmp,37
213,0173_067.bmp,67
214,0187_066.bmp,66
215,381s_090.bmp,90
216,405s_146.bmp,146
217,145s_067.bmp,67
218,18s_067.bmp,67
219,269s_058.bmp,58
220,0139_026.bmp,26
221,0051_032.bmp,32
222,232s_054.bmp,54
223,335s_115.bmp,115
224,0150_108.bmp,108
225,261s_154.bmp,154
226,366s_015.bmp,15
227,27s_106.bmp,106
228,197s_023.bmp,23
229,207s_095.bmp,95
230,129s_006.bmp,6
231,0072_149.bmp,149
232,0086_148.bmp,148
233,381s_084.bmp,84
234,0173_073.bmp,73
235,0187_072.bmp,72
236,18s_073.bmp,73
237,145s_073.bmp,73
238,405s_152.bmp,152
239,0051_026.bmp,26
240,383s_028.bmp,28
241,0139_032.bmp,32
242,205s_039.bmp,39
243,335s_101.bmp,101
244,0038_108.bmp,108
245,232s_040.bmp,40
246,366s_001.bmp,1
247,256s_139.bmp,139
248,261s_140.bmp,140
249,351s_078.bmp,78
250,413s_020.bmp,20
251,153s_101.bmp,101
252,0166_136.bmp,136
253,0192_137.bmp,137
254,137s_078.bmp,78
255,100s_001.bmp,1
256,181s_151.bmp,151
257,31s_074.bmp,74
258,277s_032.bmp,32
259,224s_132.bmp,132
260,0235_020.bmp,20
261,0132_097.bmp,97
262,0145_059.bmp,59
263,323s_073.bmp,73
264,248s_147.bmp,147
265,0163_067.bmp,67
266,0197_066.bmp,66
267,380s_090.bmp,90
268,404s_146.bmp,146
269,144s_067.bmp,67
270,19s_067.bmp,67
271,26s_112.bmp,112
272,128s_012.bmp,12
273,206s_081.bmp,81
274,196s_037.bmp,37
275,233s_054.bmp,54
276,0140_108.bmp,108
277,334s_115.bmp,115
278,260s_154.bmp,154
279,367s_015.bmp,15
280,268s_058.bmp,58
281,0129_026.bmp,26
282,0041_032.bmp,32
283,54s_119.bmp,119
284,180s_145.bmp,145
285,109s_119.bmp,119
286,0077_018.bmp,18
287,0083_019.bmp,19
288,30s_060.bmp,60
289,152s_115.bmp,115
290,412s_034.bmp,34
291,101s_015.bmp,15
292,188s_049.bmp,49
293,0176_122.bmp,122
294,0182_123.bmp,123
295,410s_098.bmp,98
296,249s_153.bmp,153
297,276s_026.bmp,26
298,0122_083.bmp,83
299,322s_067.bmp,67
300,225s_126.bmp,126
301,0225_034.bmp,34
302,410s_073.bmp,73
303,379s_080.bmp,80
304,150s_152.bmp,152
305,103s_052.bmp,52
306,0020_091.bmp,91
307,0148_085.bmp,85
308,182s_102.bmp,102
309,32s_027.bmp,27
310,274s_061.bmp,61
311,243s_018.bmp,18
312,373s_120.bmp,120
313,317s_059.bmp,59
314,0205_073.bmp,73
315,320s_020.bmp,20
316,299s_144.bmp,144
317,210s_118.bmp,118
318,396s_109.bmp,109
319,218s_014.bmp,14
320,291s_048.bmp,48
321,136s_087.bmp,87
322,0074_130.bmp,130
323,0080_131.bmp,131
324,350s_087.bmp,87
325,179s_155.bmp,155
326,24s_155.bmp,155
327,194s_070.bmp,70
328,115s_120.bmp,120
329,48s_120.bmp,120
330,0233_059.bmp,59
331,0244_097.bmp,97
332,0143_020.bmp,20
333,146s_020.bmp,20
334,171s_059.bmp,59
335,406s_101.bmp,101
336,0061_075.bmp,75
337,0095_074.bmp,74
338,0109_061.bmp,61
339,309s_027.bmp,27
340,336s_152.bmp,152
341,42s_080.bmp,80
342,231s_013.bmp,13
343,0210_136.bmp,136
344,365s_052.bmp,52
345,262s_113.bmp,113
346,183s_116.bmp,116
347,0158_091.bmp,91
348,323s_098.bmp,98
349,0030_085.bmp,85
350,33s_033.bmp,33
351,151s_146.bmp,146
352,378s_094.bmp,94
353,411s_067.bmp,67
354,102s_046.bmp,46
355,0236_108.bmp,108
356,137s_093.bmp,93
357,329s_138.bmp,138
358,219s_000.bmp,0
359,0064_124.bmp,124
360,0090_125.bmp,125
361,372s_134.bmp,134
362,275s_075.bmp,75
363,321s_034.bmp,34
364,298s_150.bmp,150
365,0215_067.bmp,67
366,0153_034.bmp,34
367,49s_134.bmp,134
368,114s_134.bmp,134
369,407s_115.bmp,115
370,147s_034.bmp,34
371,25s_141.bmp,141
372,178s_141.bmp,141
373,351s_093.bmp,93
374,12s_138.bmp,138
375,41s_038.bmp,38
376,195s_064.bmp,64
377,43s_094.bmp,94
378,230s_007.bmp,7
379,0200_122.bmp,122
380,337s_146.bmp,146
381,263s_107.bmp,107
382,364s_046.bmp,46
383,18s_098.bmp,98
384,145s_098.bmp,98
385,308s_033.bmp,33
386,0119_075.bmp,75
387,0071_061.bmp,61
388,0085_060.bmp,60
389,0223_059.bmp,59
390,114s_120.bmp,120
391,49s_120.bmp,120
392,0153_020.bmp,20
393,147s_020.bmp,20
394,170s_059.bmp,59
395,407s_101.bmp,101
396,351s_087.bmp,87
397,178s_155.bmp,155
398,25s_155.bmp,155
399,195s_070.bmp,70
400,337s_152.bmp,152
401,0200_136.bmp,136
402,230s_013.bmp,13
403,43s_080.bmp,80
404,364s_052.bmp,52
405,263s_113.bmp,113
406,0071_075.bmp,75
407,0085_074.bmp,74
408,0119_061.bmp,61
409,308s_027.bmp,27
410,0030_091.bmp,91
411,0158_085.bmp,85
412,183s_102.bmp,102
413,33s_027.bmp,27
414,378s_080.bmp,80
415,411s_073.bmp,73
416,151s_152.bmp,152
417,102s_052.bmp,52
418,397s_109.bmp,109
419,0064_130.bmp,130
420,0090_131.bmp,131
421,219s_014.bmp,14
422,290s_048.bmp,48
423,137s_087.bmp,87
424,275s_061.bmp,61
425,372s_120.bmp,120
426,242s_018.bmp,18
427,0215_073.bmp,73
428,316s_059.bmp,59
429,298s_144.bmp,144
430,211s_118.bmp,118
431,321s_020.bmp,20
432,24s_141.bmp,141
433,179s_141.bmp,141
434,13s_138.bmp,138
435,350s_093.bmp,93
436,40s_038.bmp,38
437,194s_064.bmp,64
438,0143_034.bmp,34
439,0244_083.bmp,83
440,48s_134.bmp,134
441,115s_134.bmp,134
442,406s_115.bmp,115
443,146s_034.bmp,34
444,19s_098.bmp,98
445,144s_098.bmp,98
446,309s_033.bmp,33
447,0109_075.bmp,75
448,0061_061.bmp,61
449,0095_060.bmp,60
450,0210_122.bmp,122
451,231s_007.bmp,7
452,42s_094.bmp,94
453,336s_146.bmp,146
454,262s_107.bmp,107
455,365s_046.bmp,46
456,150s_146.bmp,146
457,410s_067.bmp,67
458,379s_094.bmp,94
459,0226_108.bmp,108
460,103s_046.bmp,46
461,182s_116.bmp,116
462,0148_091.bmp,91
463,0020_085.bmp,85
464,322s_098.bmp,98
465,32s_033.bmp,33
466,373s_134.bmp,134
467,274s_075.bmp,75
468,299s_150.bmp,150
469,320s_034.bmp,34
470,0205_067.bmp,67
471,0074_124.bmp,124
472,0080_125.bmp,125
473,136s_093.bmp,93
474,218s_000.bmp,0
475,328s_138.bmp,138
476,2s_140.bmp,140
477,40s_010.bmp,10
478,233s_083.bmp,83
479,0042_126.bmp,126
480,13s_110.bmp,110
481,171s_065.bmp,65
482,0233_065.bmp,65
483,287s_106.bmp,106
484,0016_087.bmp,87
485,0061_049.bmp,49
486,0095_048.bmp,48
487,380s_047.bmp,47
488,239s_123.bmp,123
489,352s_017.bmp,17
490,206s_056.bmp,56
491,301s_117.bmp,117
492,134s_017.bmp,17
493,0226_120.bmp,120
494,167s_117.bmp,117
495,418s_143.bmp,143
496,241s_088.bmp,88
497,158s_062.bmp,62
498,0057_063.bmp,63
499,317s_065.bmp,65
500,0175_036.bmp,36
501,0181_037.bmp,37
502,210s_124.bmp,124
503,243s_024.bmp,24
504,396s_135.bmp,135
505,291s_074.bmp,74
506,218s_028.bmp,28
507,328s_110.bmp,110
508,407s_129.bmp,129
509,170s_071.bmp,71
510,147s_008.bmp,8
511,0153_008.bmp,8
512,49s_108.bmp,108
513,114s_108.bmp,108
514,0223_071.bmp,71
515,0052_132.bmp,132
516,3s_154.bmp,154
517,41s_004.bmp,4
518,232s_097.bmp,97
519,195s_058.bmp,58
520,12s_104.bmp,104
521,353s_003.bmp,3
522,254s_142.bmp,142
523,300s_103.bmp,103
524,207s_042.bmp,42
525,381s_053.bmp,53
526,238s_137.bmp,137
527,0119_049.bmp,49
528,286s_112.bmp,112
529,0006_093.bmp,93
530,159s_076.bmp,76
531,0047_077.bmp,77
532,0236_134.bmp,134
533,135s_003.bmp,3
534,166s_103.bmp,103
535,290s_060.bmp,60
536,329s_104.bmp,104
537,0064_118.bmp,118
538,0090_119.bmp,119
539,397s_121.bmp,121
540,0165_022.bmp,22
541,0191_023.bmp,23
542,211s_130.bmp,130
543,321s_008.bmp,8
544,316s_071.bmp,71
545,226s_149.bmp,149
546,372s_108.bmp,108
547,242s_030.bmp,30
548,275s_049.bmp,49
549,240s_088.bmp,88
550,419s_143.bmp,143
551,159s_062.bmp,62
552,0047_063.bmp,63
553,135s_017.bmp,17
554,0236_120.bmp,120
555,166s_117.bmp,117
556,397s_135.bmp,135
557,329s_110.bmp,110
558,290s_074.bmp,74
559,219s_028.bmp,28
560,316s_065.bmp,65
561,211s_124.bmp,124
562,0165_036.bmp,36
563,0191_037.bmp,37
564,242s_024.bmp,24
565,170s_065.bmp,65
566,0223_065.bmp,65
567,232s_083.bmp,83
568,41s_010.bmp,10
569,3s_140.bmp,140
570,0052_126.bmp,126
571,12s_110.bmp,110
572,353s_017.bmp,17
573,207s_056.bmp,56
574,300s_117.bmp,117
575,0071_049.bmp,49
576,0085_048.bmp,48
577,0006_087.bmp,87
578,286s_106.bmp,106
579,238s_123.bmp,123
580,381s_047.bmp,47
581,0226_134.bmp,134
582,134s_003.bmp,3
583,167s_103.bmp,103
584,158s_076.bmp,76
585,0057_077.bmp,77
586,320s_008.bmp,8
587,210s_130.bmp,130
588,0175_022.bmp,22
589,0181_023.bmp,23
590,227s_149.bmp,149
591,317s_071.bmp,71
592,243s_030.bmp,30
593,373s_108.bmp,108
594,274s_049.bmp,49
595,0074_118.bmp,118
596,0080_119.bmp,119
597,328s_104.bmp,104
598,291s_060.bmp,60
599,396s_121.bmp,121
600,0042_132.bmp,132
601,233s_097.bmp,97
602,40s_004.bmp,4
603,194s_058.bmp,58
604,2s_154.bmp,154
605,13s_104.bmp,104
606,406s_129.bmp,129
607,171s_071.bmp,71
608,146s_008.bmp,8
609,0143_008.bmp,8
610,0233_071.bmp,71
611,48s_108.bmp,108
612,115s_108.bmp,108
613,239s_137.bmp,137
614,380s_053.bmp,53
615,0109_049.bmp,49
616,0016_093.bmp,93
617,287s_112.bmp,112
618,352s_003.bmp,3
619,255s_142.bmp,142
620,301s_103.bmp,103
621,206s_042.bmp,42
622,258s_044.bmp,44
623,282s_118.bmp,118
624,0031_057.bmp,57
625,0046_099.bmp,99
626,0159_043.bmp,43
627,385s_059.bmp,59
628,203s_048.bmp,48
629,234s_031.bmp,31
630,304s_109.bmp,109
631,0240_114.bmp,114
632,250s_148.bmp,148
633,409s_083.bmp,83
634,360s_070.bmp,70
635,357s_009.bmp,9
636,267s_131.bmp,131
637,191s_052.bmp,52
638,0012_138.bmp,138
639,110s_102.bmp,102
640,0113_002.bmp,2
641,143s_002.bmp,2
642,403s_123.bmp,123
643,271s_043.bmp,43
644,376s_102.bmp,102
645,222s_143.bmp,143
646,0125_028.bmp,28
647,325s_002.bmp,2
648,0024_112.bmp,112
649,420s_084.bmp,84
650,349s_077.bmp,77
651,415s_051.bmp,51
652,162s_109.bmp,109
653,0106_147.bmp,147
654,131s_009.bmp,9
655,106s_070.bmp,70
656,139s_105.bmp,105
657,187s_120.bmp,120
658,37s_005.bmp,5
659,244s_096.bmp,96
660,235s_025.bmp,25
661,266s_125.bmp,125
662,361s_064.bmp,64
663,408s_097.bmp,97
664,259s_050.bmp,50
665,0149_057.bmp,57
666,111s_116.bmp,116
667,402s_137.bmp,137
668,142s_016.bmp,16
669,237s_089.bmp,89
670,190s_046.bmp,46
671,0034_106.bmp,106
672,348s_063.bmp,63
673,377s_116.bmp,116
674,270s_057.bmp,57
675,324s_016.bmp,16
676,0245_045.bmp,45
677,186s_134.bmp,134
678,138s_111.bmp,111
679,0017_069.bmp,69
680,36s_011.bmp,11
681,245s_082.bmp,82
682,414s_045.bmp,45
683,107s_064.bmp,64
684,0116_153.bmp,153
685,0034_112.bmp,112
686,348s_077.bmp,77
687,270s_043.bmp,43
688,377s_102.bmp,102
689,0245_051.bmp,51
690,223s_143.bmp,143
691,324s_002.bmp,2
692,0135_028.bmp,28
693,138s_105.bmp,105
694,186s_120.bmp,120
695,245s_096.bmp,96
696,36s_005.bmp,5
697,414s_051.bmp,51
698,163s_109.bmp,109
699,130s_009.bmp,9
700,0116_147.bmp,147
701,107s_070.bmp,70
702,202s_048.bmp,48
703,305s_109.bmp,109
704,235s_031.bmp,31
705,361s_070.bmp,70
706,408s_083.bmp,83
707,251s_148.bmp,148
708,266s_131.bmp,131
709,356s_009.bmp,9
710,259s_044.bmp,44
711,0056_099.bmp,99
712,283s_118.bmp,118
713,0149_043.bmp,43
714,384s_059.bmp,59
715,111s_102.bmp,102
716,142s_002.bmp,2
717,402s_123.bmp,123
718,190s_052.bmp,52
719,376s_116.bmp,116
720,271s_057.bmp,57
721,325s_016.bmp,16
722,0024_106.bmp,106
723,420s_090.bmp,90
724,349s_063.bmp,63
725,415s_045.bmp,45
726,106s_064.bmp,64
727,0106_153.bmp,153
728,187s_134.bmp,134
729,0007_069.bmp,69
730,139s_111.bmp,111
731,244s_082.bmp,82
732,37s_011.bmp,11
733,258s_050.bmp,50
734,0159_057.bmp,57
735,0031_043.bmp,43
736,0240_100.bmp,100
737,234s_025.bmp,25
738,267s_125.bmp,125
739,409s_097.bmp,97
740,360s_064.bmp,64
741,236s_089.bmp,89
742,191s_046.bmp,46
743,0113_016.bmp,16
744,110s_116.bmp,116
745,403s_137.bmp,137
746,143s_016.bmp,16
747,312s_047.bmp,47
748,0125_014.bmp,14
749,215s_106.bmp,106
750,341s_147.bmp,147
751,35s_095.bmp,95
752,246s_006.bmp,6
753,168s_095.bmp,95
754,393s_117.bmp,117
755,294s_056.bmp,56
756,133s_099.bmp,99
757,131s_035.bmp,35
758,162s_135.bmp,135
759,37s_039.bmp,39
760,327s_092.bmp,92
761,139s_139.bmp,139
762,0007_041.bmp,41
763,53s_140.bmp,140
764,0229_006.bmp,6
765,282s_124.bmp,124
766,385s_065.bmp,65
767,368s_140.bmp,140
768,258s_078.bmp,78
769,141s_092.bmp,92
770,357s_035.bmp,35
771,0130_151.bmp,151
772,203s_074.bmp,74
773,0058_145.bmp,145
774,304s_135.bmp,135
775,0240_128.bmp,128
776,118s_032.bmp,32
777,45s_032.bmp,32
778,288s_084.bmp,84
779,0012_104.bmp,104
780,16s_132.bmp,132
781,355s_099.bmp,99
782,174s_047.bmp,47
783,29s_047.bmp,47
784,0214_089.bmp,89
785,127s_147.bmp,147
786,295s_042.bmp,42
787,392s_103.bmp,103
788,214s_112.bmp,112
789,313s_053.bmp,53
790,0245_079.bmp,79
791,169s_081.bmp,81
792,34s_081.bmp,81
793,247s_012.bmp,12
794,340s_153.bmp,153
795,186s_108.bmp,108
796,52s_154.bmp,154
797,326s_086.bmp,86
798,0017_055.bmp,55
799,107s_058.bmp,58
800,130s_021.bmp,21
801,163s_121.bmp,121
802,414s_079.bmp,79
803,266s_119.bmp,119
804,356s_021.bmp,21
805,361s_058.bmp,58
806,0048_151.bmp,151
807,305s_121.bmp,121
808,235s_019.bmp,19
809,0120_145.bmp,145
810,202s_060.bmp,60
811,384s_071.bmp,71
812,283s_130.bmp,130
813,0239_012.bmp,12
814,140s_086.bmp,86
815,369s_154.bmp,154
816,28s_053.bmp,53
817,175s_053.bmp,53
818,126s_153.bmp,153
819,289s_090.bmp,90
820,44s_026.bmp,26
821,119s_026.bmp,26
822,17s_126.bmp,126
823,356s_035.bmp,35
824,202s_074.bmp,74
825,0120_151.bmp,151
826,0048_145.bmp,145
827,305s_135.bmp,135
828,0239_006.bmp,6
829,283s_124.bmp,124
830,384s_065.bmp,65
831,259s_078.bmp,78
832,369s_140.bmp,140
833,140s_092.bmp,92
834,175s_047.bmp,47
835,28s_047.bmp,47
836,0204_089.bmp,89
837,126s_147.bmp,147
838,119s_032.bmp,32
839,44s_032.bmp,32
840,289s_084.bmp,84
841,354s_099.bmp,99
842,17s_132.bmp,132
843,392s_117.bmp,117
844,295s_056.bmp,56
845,132s_099.bmp,99
846,313s_047.bmp,47
847,214s_106.bmp,106
848,0135_014.bmp,14
849,340s_147.bmp,147
850,247s_006.bmp,6
851,34s_095.bmp,95
852,169s_095.bmp,95
853,36s_039.bmp,39
854,0017_041.bmp,41
855,326s_092.bmp,92
856,138s_139.bmp,139
857,52s_140.bmp,140
858,130s_035.bmp,35
859,163s_135.bmp,135
860,385s_071.bmp,71
861,282s_130.bmp,130
862,0229_012.bmp,12
863,141s_086.bmp,86
864,368s_154.bmp,154
865,357s_021.bmp,21
866,267s_119.bmp,119
867,360s_058.bmp,58
868,234s_019.bmp,19
869,0058_151.bmp,151
870,304s_121.bmp,121
871,203s_060.bmp,60
872,0130_145.bmp,145
873,0012_110.bmp,110
874,288s_090.bmp,90
875,45s_026.bmp,26
876,118s_026.bmp,26
877,16s_126.bmp,126
878,29s_053.bmp,53
879,174s_053.bmp,53
880,127s_153.bmp,153
881,215s_112.bmp,112
882,312s_053.bmp,53
883,168s_081.bmp,81
884,246s_012.bmp,12
885,35s_081.bmp,81
886,341s_153.bmp,153
887,294s_042.bmp,42
888,393s_103.bmp,103
889,106s_058.bmp,58
890,131s_021.bmp,21
891,162s_121.bmp,121
892,415s_079.bmp,79
893,187s_108.bmp,108
894,53s_154.bmp,154
895,0007_055.bmp,55
896,327s_086.bmp,86
897,415s_092.bmp,92
898,391s_144.bmp,144
899,318s_118.bmp,118
900,228s_020.bmp,20
901,296s_005.bmp,5
902,0099_052.bmp,52
903,310s_014.bmp,14
904,399s_048.bmp,48
905,217s_155.bmp,155
906,0172_089.bmp,89
907,0186_088.bmp,88
908,0105_047.bmp,47
909,343s_114.bmp,114
910,244s_055.bmp,55
911,271s_080.bmp,80
912,0027_012.bmp,12
913,51s_113.bmp,113
914,133s_066.bmp,66
915,0126_128.bmp,128
916,420s_047.bmp,47
917,252s_127.bmp,127
918,355s_066.bmp,66
919,201s_027.bmp,27
920,0110_102.bmp,102
921,0078_116.bmp,116
922,191s_091.bmp,91
923,0011_038.bmp,38
924,339s_013.bmp,13
925,0209_055.bmp,55
926,387s_036.bmp,36
927,183_080.bmp,80
928,258s_087.bmp,87
929,176s_014.bmp,14
930,0243_014.bmp,14
931,125s_114.bmp,114
932,47s_061.bmp,61
933,409s_040.bmp,40
934,23s_118.bmp,118
935,216s_141.bmp,141
936,326s_079.bmp,79
937,0115_053.bmp,53
938,311s_000.bmp,0
939,221s_138.bmp,138
940,0089_046.bmp,46
941,245s_041.bmp,41
942,272s_038.bmp,38
943,342s_100.bmp,100
944,414s_086.bmp,86
945,297s_011.bmp,11
946,390s_150.bmp,150
947,229s_034.bmp,34
948,0246_145.bmp,145
949,132s_072.bmp,72
950,270s_094.bmp,94
951,50s_107.bmp,107
952,0037_006.bmp,6
953,0169_038.bmp,38
954,386s_022.bmp,22
955,0219_041.bmp,41
956,338s_007.bmp,7
957,354s_072.bmp,72
958,253s_133.bmp,133
959,190s_085.bmp,85
960,0068_102.bmp,102
961,200s_033.bmp,33
962,0100_116.bmp,116
963,0022_143.bmp,143
964,192s_029.bmp,29
965,46s_075.bmp,75
966,4s_125.bmp,125
967,408s_054.bmp,54
968,177s_000.bmp,0
969,259s_093.bmp,93
970,140s_079.bmp,79
971,124s_100.bmp,100
972,0123_079.bmp,79
973,338s_013.bmp,13
974,0219_055.bmp,55
975,386s_036.bmp,36
976,193_080.bmp,80
977,253s_127.bmp,127
978,354s_066.bmp,66
979,0100_102.bmp,102
980,200s_027.bmp,27
981,0068_116.bmp,116
982,190s_091.bmp,91
983,4s_131.bmp,131
984,46s_061.bmp,61
985,22s_118.bmp,118
986,408s_040.bmp,40
987,259s_087.bmp,87
988,177s_014.bmp,14
989,0253_014.bmp,14
990,124s_114.bmp,114
991,0089_052.bmp,52
992,311s_014.bmp,14
993,398s_048.bmp,48
994,0115_047.bmp,47
995,0162_089.bmp,89
996,0196_088.bmp,88
997,216s_155.bmp,155
998,342s_114.bmp,114
999,245s_055.bmp,55
1000,414s_092.bmp,92
1001,229s_020.bmp,20
1002,390s_144.bmp,144
1003,319s_118.bmp,118
1004,297s_005.bmp,5
1005,0136_128.bmp,128
1006,132s_066.bmp,66
1007,0246_151.bmp,151
1008,270s_080.bmp,80
1009,0037_012.bmp,12
1010,50s_113.bmp,113
1011,355s_072.bmp,72
1012,252s_133.bmp,133
1013,191s_085.bmp,85
1014,0078_102.bmp,102
1015,0110_116.bmp,116
1016,201s_033.bmp,33
1017,0179_038.bmp,38
1018,387s_022.bmp,22
1019,0209_041.bmp,41
1020,339s_007.bmp,7
1021,176s_000.bmp,0
1022,258s_093.bmp,93
1023,141s_079.bmp,79
1024,0133_079.bmp,79
1025,125s_100.bmp,100
1026,0032_143.bmp,143
1027,193s_029.bmp,29
1028,47s_075.bmp,75
1029,409s_054.bmp,54
1030,415s_086.bmp,86
1031,296s_011.bmp,11
1032,228s_034.bmp,34
1033,391s_150.bmp,150
1034,0105_053.bmp,53
1035,327s_079.bmp,79
1036,217s_141.bmp,141
1037,220s_138.bmp,138
1038,310s_000.bmp,0
1039,0099_046.bmp,46
1040,244s_041.bmp,41
1041,343s_100.bmp,100
1042,273s_038.bmp,38
1043,271s_094.bmp,94
1044,51s_107.bmp,107
1045,0027_006.bmp,6
1046,133s_072.bmp,72
1047,420s_053.bmp,53
1048,331s_123.bmp,123
1049,288s_047.bmp,47
1050,236s_062.bmp,62
1051,362s_023.bmp,23
1052,29s_084.bmp,84
1053,174s_084.bmp,84
1054,0011_004.bmp,4
1055,209s_117.bmp,117
1056,0209_069.bmp,69
1057,0179_010.bmp,10
1058,0243_028.bmp,28
1059,112s_151.bmp,151
1060,125s_128.bmp,128
1061,0133_051.bmp,51
1062,141s_051.bmp,51
1063,176s_028.bmp,28
1064,23s_124.bmp,124
1065,193s_001.bmp,1
1066,318s_124.bmp,124
1067,0198_154.bmp,154
1068,0004_141.bmp,141
